gene_id,cluster,Dmel,Dmel_gene,Dmel_function,nr,uni_sprot,Description,Preferred_name,PFAMs
Dnig.7LG0002560.1,13,FBpp0079915,ThrRS,Threonyl-tRNA synthetase,XP_023717216.2,sp|Q3ZBV8|SYTC_BOVIN,ATP binding. It is involved in the biological process described with threonyl-tRNA aminoacylation,TARS,"HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD"
Dnig.7LG0002570.1,19,FBpp0311613,CG2852,No description,XP_023703858.1,sp|P23284|PPIB_HUMAN,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,Ppib,Pro_isomerase
Dnig.7LG0002610.1,5,FBpp0077129,Elp3,Elongator complex protein 3,GFG30042.1,sp|Q5ZHS1|ELP3_CHICK,"Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation",ELP3,"Acetyltransf_1,Radical_SAM,Radical_SAM_C"
Dnig.7LG0002620.1,10,FBpp0083714,CG31139,No description,CAD7455017.1,sp|Q6UW63|PLGT2_HUMAN,KDEL motif-containing protein,KDELC1,"Filamin,Glyco_transf_90"
Dnig.7LG0002630.1,8,FBpp0077146,MFS18,Major Facilitator Superfamily Transporter 18,XP_021917605.1,sp|Q8VCL5|S17A9_MOUSE,It is involved in the biological process described with transmembrane transport,SLC17A9,MFS_1
Dnig.7LG0002640.1,18,FBpp0077627,IntS14,Integrator 14,XP_023705497.1,sp|Q8R3P6|INT14_MOUSE,von Willebrand factor type A domain,VWA9,VWA_2
Dnig.7LG0002660.1,20,FBpp0070221,Lrpprc2,Leucine-rich pentatricopeptide repeat containing 2,KDR16655.1,sp|Q5SGE0|LPPRC_RAT,,,
Dnig.7LG0002670.1,2,FBpp0071122,CG10555,No description,PSN36212.1,sp|Q6DDK1|CREST_XENLA,SSXT protein (N-terminal region),Ss18,SSXT
Dnig.7LG0002710.1,1,FBpp0292908,Npc1a,Niemann-Pick type C-1a,VUY42047.1,sp|O15118|NPC1_HUMAN,It is involved in the biological process described with cholesterol transport,NPC1,"NPC1_N,Patched,Sterol-sensing"
Dnig.7LG0002780.1,15,,,,,,,,
Dnig.7LG0002830.1,17,FBpp0304816,ab,abrupt,XP_021935070.1,sp|Q24174|ABRU_DROME,Metal ion binding,ab,"BTB,zf-C2H2"
Dnig.7LG0002850.1,1,FBpp0304627,dpy,dumpy,KAG7197139.1,,,,
Dnig.7LG0002870.1,1,FBpp0304627,dpy,dumpy,KAG7197139.1,,,,
Dnig.7LG0002920.1,8,FBpp0071851,CG4329,No description,CAD7442305.1,sp|Q9D180|CFA57_MOUSE,WD40 repeats,WDR65,WD40
Dnig.7LG0002930.1,17,FBpp0073017,Sc2,Sc2,PSN49327.1,sp|Q9N5Y2|TECR_CAEEL,"Oxidoreductase activity, acting on the CH-CH group of donors. It is involved in the biological process described with lipid metabolic process",TECR,"Steroid_dh,ubiquitin"
Dnig.7LG0002940.1,7,FBpp0297900,CG5001,No description,XP_021930741.1,sp|Q24133|DNAJ1_DROME,unfolded protein binding. It is involved in the biological process described with protein folding,DNAJB5,"DnaJ,DnaJ_C"
Dnig.7LG0002960.1,10,,,,XP_011336099.2,sp|Q90ZB9|STAR3_SALFO,,,
Dnig.7LG0002980.1,13,FBpp0088519,CG5033,No description,XP_023727472.1,sp|Q17LZ2|BOP1_AEDAE,Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit,BOP1,"BOP1NT,WD40"
Dnig.7LG0002990.1,16,FBpp0080629,Atac2,Ada2a-containing complex component 2,XP_023705765.1,sp|Q9H8E8|CSR2B_HUMAN,Acetyltransferase (GNAT) domain,CSRP2BP,"Acetyltransf_1,Acetyltransf_10"
Dnig.7LG0003020.1,13,FBpp0080297,lace,lace,XP_023712852.2,sp|P97363|SPTC2_MOUSE,pyridoxal phosphate binding. It is involved in the biological process described with biosynthetic process,SPTLC2,Aminotran_1_2
Dnig.7LG0003030.1,8,FBpp0290882,rad50,rad50,XP_021933974.1,sp|P70388|RAD50_MOUSE,DNA repair protein,RAD50,"AAA_23,Rad50_zn_hook,SbcCD_C"
Dnig.7LG0003040.1,16,FBpp0308474,Wnt2,Wnt oncogene analog 2,KDR10544.1,sp|O13267|WNT5A_PLEWA,Ligand for members of the frizzled family of seven transmembrane receptors,WNT5B,wnt
Dnig.7LG0003050.1,15,FBpp0290882,rad50,rad50,XP_021933974.1,sp|P70388|RAD50_MOUSE,DNA repair protein,RAD50,"AAA_23,Rad50_zn_hook,SbcCD_C"
Dnig.7LG0003100.1,1,FBpp0293597,brp,bruchpilot,CAD7593826.1,sp|Q8K3M6|ERC2_RAT,,,
Dnig.7LG0003160.1,9,FBpp0079166,MED20,Mediator complex subunit 20,XP_025153338.1,sp|Q17LR9|MED20_AEDAE,TATA-binding related factor (TRF) of subunit 20 of Mediator complex,MED20,Med20
Dnig.7LG0003200.1,13,FBpp0086067,Prosalpha5,Proteasome alpha5 subunit,PSN51317.1,sp|Q9Z2U1|PSA5_MOUSE,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH",PSMA5,"Proteasome,Proteasome_A_N"
Dnig.7LG0003270.1,5,FBpp0077079,Mon1,Monensin sensitivity 1,XP_021941788.1,sp|Q6PDG8|MON1A_MOUSE,Vacuolar fusion protein MON1 homolog,MON1A,Mon1
Dnig.7LG0003290.1,8,FBpp0076266,bol,boule,AGJ83077.1,sp|Q24207|BOULE_DROME,nucleic acid binding,BOLL,RRM_1
Dnig.7LG0003300.1,18,FBpp0070418,CG16903,No description,XP_023701782.1,sp|Q9JJA7|CCNL2_MOUSE,Belongs to the cyclin family,CCNL1,"Cyclin_C,Cyclin_N"
Dnig.7LG0003320.1,12,FBpp0112123,CG9471,No description,XP_975411.1,sp|P30043|BLVRB_HUMAN,NmrA-like family,BLVRB,NAD_binding_10
Dnig.7LG0003330.1,17,FBpp0081612,Naa80,N(alpha)-acetyltransferase 80,XP_021917135.1,sp|Q59DX8|NAA80_DROME,Acetyltransferase (GNAT) domain,NAT6,Acetyltransf_1
Dnig.7LG0003340.1,15,FBpp0304486,CG17931,No description,KDR13773.1,sp|Q9BKU8|MOAG4_CAEEL,4F5 protein family,-,4F5
Dnig.7LG0003360.1,1,FBpp0080153,CG9008,No description,XP_021930691.1,sp|Q03161|YMY9_YEAST,Aldose 1-epimerase,-,Aldose_epim
Dnig.7LG0003370.1,17,FBpp0079589,CG5022,No description,XP_033606995.1,sp|Q6P5H6|FRMD5_MOUSE,cytoskeletal protein binding,FRMD5,"FA,FERM_C,FERM_M,FERM_N"
Dnig.7LG0003390.1,10,FBpp0401442,CG46280,No description,XP_023722994.1,sp|Q58DF3|TRABD_BOVIN,TraB family,-,TraB
Dnig.7LG0003400.1,16,FBpp0112128,CG4565,No description,GFG33829.1,sp|Q5I0M0|SETMR_RAT,TraB family,-,TraB
Dnig.7LG0003410.1,14,FBpp0080880,barr,barren,XP_042893059.1,sp|Q8C156|CND2_MOUSE,,,
Dnig.7LG0003490.1,4,FBpp0079752,RpL9,Ribosomal protein L9,XP_002424794.1,sp|Q963B7|RL9_SPOFR,Ribosomal protein L6,RpL9,Ribosomal_L6
Dnig.7LG0003520.1,11,FBpp0085257,nolo,no long nerve cord,XP_033608188.1,sp|P90884|MADD4_CAEEL,Zinc ion binding,ADAMTSL1,"ADAM_spacer1,I-set,Ig_3,PLAC,TSP_1"
Dnig.7LG0003530.1,14,FBpp0087937,Nup44A,Nucleoporin at 44A,XP_021935278.1,sp|Q6TGU2|SEH1_DANRE,Belongs to the WD repeat SEC13 family,SEH1L,WD40
Dnig.7LG0003540.1,13,,,,XP_021925991.1,sp|P84798|DPOD3_BOVIN,It is involved in the biological process described with DNA,POLD3,CDC27
Dnig.7LG0003560.1,20,FBpp0077453,dpp,decapentaplegic,AEI25991.1,sp|P07713|DECA_DROME,Growth factor activity. It is involved in the biological process described with growth,BMP2,"TGF_beta,TGFb_propeptide"
Dnig.7LG0003610.1,2,FBpp0072054,Stoml2,Stomatin like 2,XP_037916633.1,sp|Q9UJZ1|STML2_HUMAN,C-terminal region of band_7,STOML2,"Band_7,Band_7_C"
Dnig.7LG0003690.1,3,FBpp0086816,drk,downstream of receptor kinase,PSN55685.1,sp|Q08012|GRAP_DROME,Protein enhancer of sevenless,sem-5,"SH2,SH3_1"
Dnig.7LG0003700.1,5,FBpp0428193,CrebB,Cyclic-AMP response element binding protein B,GFG37122.1,sp|P27925|CREB1_BOVIN,"sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated",CREB1,"bZIP_1,pKID"
Dnig.7LG0003710.1,8,FBpp0310621,CG9853,No description,XP_023723349.1,sp|Q7L5D6|GET4_HUMAN,Golgi to ER traffic protein 4,GET4,DUF410
Dnig.7LG0003720.2,10,FBpp0079633,TBC1D16,TBC1 domain family member 16,XP_023723305.1,sp|Q8TBP0|TBC16_HUMAN,Rab GTPase activator activity. It is involved in the biological process described with regulation of Rab GTPase activity,TBC1D16,RabGAP-TBC
Dnig.7LG0003760.1,1,,,,XP_032451651.1,,,,
Dnig.7LG0003780.1,9,FBpp0086689,tej,tejas,PNF32429.1,sp|Q5VCS6|TDRD5_MOUSE,,,
Dnig.7LG0003790.1,10,,,,XP_021921046.1,sp|E7F6T8|UBP37_DANRE,,,
Dnig.7LG0003800.1,7,,,,XP_023714839.1,sp|Q3T0Q2|TMM59_BOVIN,Brain specific membrane anchored protein,TMEM59,BSMAP
Dnig.7LG0003810.1,8,FBpp0070456,CG2662,No description,XP_023714802.1,sp|Q6SPE9|SAMD1_RABIT,PHD zinc finger,-,"PHD,SAM_1"
Dnig.7LG0003830.1,9,FBpp0074802,Mkp3,Mitogen-activated protein kinase phosphatase 3,XP_021918497.1,sp|Q9VVW5|DUSK3_DROME,tyrosine serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation,DUSP6,"DSPc,Rhodanese"
Dnig.7LG0003870.1,8,FBpp0073119,Rop,Ras opposite,CAD7413093.1,sp|Q07327|ROP_DROME,Sec1 family,STXBP1,Sec1
Dnig.7LG0003890.1,11,FBpp0087607,Urod,Uroporphyrinogen decarboxylase,CAD7194148.1,sp|Q9V595|DCUP_DROME,Uroporphyrinogen decarboxylase (URO-D),UROD,URO-D
Dnig.7LG0003960.1,20,FBpp0311547,Eip55E,Ecdysone-induced protein 55E,GFG30722.1,sp|Q19QT7|CGL_PIG,cystathionine,CTH,Cys_Met_Meta_PP
Dnig.7LG0003970.1,19,FBpp0075756,CG5645,No description,GFG39352.1,sp|Q0V8M0|KRI1_BOVIN,KRI1-like family,KRI1,"Kri1,Kri1_C"
Dnig.7LG0003980.1,7,FBpp0086999,muskelin,muskelin,XP_023702338.1,sp|Q99PV3|MKLN1_RAT,Muskelin N-terminus,MKLN1,"Kelch_1,Kelch_3,Muskelin_N"
Dnig.7LG0003990.1,7,FBpp0291533,CG4572,No description,XP_023702297.1,sp|C9WMM5|VCP_APIME,Belongs to the peptidase S10 family,CPVL,Peptidase_S10
Dnig.7LG0004000.1,10,,,,GFO41300.1,,,,
Dnig.7LG0004050.1,15,FBpp0079738,CG12253,No description,PSN38265.1,sp|Q6AZB8|HARB1_DANRE,DDE superfamily endonuclease,-,DDE_Tnp_4
Dnig.7LG0004220.1,5,FBpp0077790,Stip1,Stress induced phosphoprotein 1,GFG35398.1,sp|Q49AM3|TTC31_HUMAN,positive regulation of catalytic activity in other organism involved in symbiotic interaction,TTC31,"RRM_1,TPR_16,TPR_2,TPR_8"
Dnig.7LG0004330.1,14,,,,,,,,
Dnig.7LG0004400.1,16,FBpp0070060,GCS2alpha,Glucosidase 2 alpha subunit,XP_021928525.1,sp|Q6P7A9|LYAG_RAT,Belongs to the glycosyl hydrolase 31 family,GAA,"Gal_mutarotas_2,Glyco_hydro_31,NtCtMGAM_N,Trefoil"
Dnig.7LG0004420.1,11,FBpp0073678,DNAlig4,DNA ligase 4,XP_021923135.1,sp|Q90YB1|DNLI4_CHICK,Belongs to the ATP-dependent DNA ligase family,LIG4,"BRCT,BRCT_2,DNA_ligase_A_C,DNA_ligase_A_M,DNA_ligase_A_N,DNA_ligase_IV"
Dnig.7LG0004430.1,2,FBpp0297722,CG8950,No description,XP_023721268.1,sp|Q9Y5Q9|TF3C3_HUMAN,General transcription factor 3C,GTF3C3,TPR_8
Dnig.7LG0004440.1,5,FBpp0075994,CG11811,No description,ACD69431.1,sp|Q64520|KGUA_MOUSE,Guanylate kinase activity. It is involved in the biological process described with purine nucleotide metabolic process,GUK1,Guanylate_kin
Dnig.7LG0004450.1,13,FBpp0077167,ft,fat,XP_023725447.1,sp|P33450|FAT_DROME,homophilic cell adhesion via plasma membrane adhesion molecules,-,EGF
Dnig.7LG0004470.1,5,,,,CAB0006471.1,sp|Q8I7P9|POL5_DROME,Encoded by,-,"Asp_protease_2,Chromo,Peptidase_A2E,RVT_1,Retrotrans_gag,rve,zf-CCHC"
Dnig.7LG0004480.1,12,FBpp0072184,mRpS17,mitochondrial ribosomal protein S17,CAD7202455.1,sp|P82916|RT17_BOVIN,Structural constituent of ribosome. It is involved in the biological process described with translation,MRPS17,Ribosomal_S17
Dnig.7LG0004490.1,9,FBpp0290505,gammaCOP,Coat Protein (coatomer) gamma,GFG30080.1,sp|Q29AE5|COPG_DROPS,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins",COPG1,"Adaptin_N,COP-gamma_platf,Coatomer_g_Cpla"
Dnig.7LG0004510.1,12,FBpp0297136,ATPsynG,"ATP synthase, subunit G",KAG8231343.1,sp|Q5RFH0|ATP5L_PONAB,Hydrogen ion transmembrane transporter activity. It is involved in the biological process described with ATP synthesis coupled proton transport,-,ATP-synt_G
Dnig.7LG0004540.1,15,,,,,,,,
Dnig.7LG0004550.1,17,FBpp0084909,Wdr24,WD repeat domain 24,XP_023706765.1,sp|Q7ZX22|WDR24_XENLA,WD repeat-containing protein,WDR24,"WD40,Zn_ribbon_17"
Dnig.7LG0004560.1,18,,,,KAG8223993.1,sp|Q9NS91|RAD18_HUMAN,Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation,RAD18,"SAP,zf-C3HC4_2"
Dnig.7LG0004570.1,5,FBpp0070558,Rala,Ras-like protein A,XP_021925808.1,sp|P48555|RALA_DROME,Ras subfamily of RAS small GTPases,-,Ras
Dnig.7LG0004580.1,7,FBpp0076325,SrpRbeta,Signal recognition particle receptor beta,QBH73248.1,sp|Q4FZX7|SRPRB_RAT,(signal recognition particle) receptor,SRPRB,SRPRB
Dnig.7LG0004610.1,15,FBpp0112050,VhaM9.7-a,Vacuolar H[+] ATPase M9.7 subunit a,CAD7443688.1,sp|Q8NHE4|VA0E2_HUMAN,Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells,ATP6V0E1,ATP_synt_H
Dnig.7LG0004650.1,3,FBpp0088888,tacc,transforming acidic coiled-coil protein,PSN44346.1,sp|O95359|TACC2_HUMAN,Transforming acidic coiled-coil-containing protein (TACC),TACC2,TACC
Dnig.7LG0004660.1,17,FBpp0074588,gig,gigas,XP_023723617.1,sp|P49816|TSC2_RAT,GTPase activator activity. It is involved in the biological process described with,TSC2,"DUF3384,Rap_GAP,Tuberin"
Dnig.7LG0004670.1,10,,,,PSN44346.1,,,,
Dnig.7LG0004690.1,7,,,,,,,,
Dnig.7LG0004700.1,2,FBpp0304238,CG10508,No description,PNF27646.1,,-,-,"CUE,WW"
Dnig.7LG0004710.1,10,,,,,,,,
Dnig.7LG0004760.1,7,,,,XP_021940775.1,sp|E9Q309|CE350_MOUSE,,,
Dnig.7LG0004770.1,1,FBpp0081312,CG2767,No description,XP_023707157.1,sp|O70473|AK1A1_CRIGR,Aldo/keto reductase family,-,Aldo_ket_red
Dnig.7LG0004780.1,14,FBpp0081312,CG2767,No description,XP_021934045.1,sp|Q3ZCJ2|AK1A1_BOVIN,Aldo/keto reductase family,-,Aldo_ket_red
Dnig.7LG0004790.1,7,FBpp0081312,CG2767,No description,XP_021934045.1,sp|P51635|AK1A1_RAT,Aldo/keto reductase family,-,Aldo_ket_red
Dnig.7LG0004820.1,14,FBpp0079949,CG6388,No description,PNF42948.1,sp|Q496Z9|TRM1L_RAT,"N2,N2-dimethylguanosine tRNA methyltransferase",TRMT1L,TRM
Dnig.7LG0004830.1,8,FBpp0306285,CG3262,No description,KYN00368.1,sp|Q8TB37|NUBPL_HUMAN,NUBPL iron-transfer P-loop NTPase,-,"ParA,ParBc"
Dnig.7LG0004840.1,17,,,,XP_023708775.1,sp|Q5RJH6|SMG7_MOUSE,Telomerase activating protein Est1,SMG7,"EST1,EST1_DNA_bind"
Dnig.7LG0004850.1,18,FBpp0083438,RhoGAP93B,Rho GTPase activating protein at 93B,XP_023714790.1,sp|Q9C0H5|RHG39_HUMAN,It is involved in the biological process described with signal transduction,ARHGAP39,"MyTH4,RhoGAP"
Dnig.7LG0004860.1,13,,,,XP_023714843.1,sp|Q8VIK1|SNR25_MOUSE,RNA splicing,SNRNP25,-
Dnig.7LG0004870.1,18,FBpp0075688,CG10616,No description,GFG31428.1,sp|Q4PJX1|ODR4_MOUSE,Olfactory receptor 4-like,C1orf27,ODR4-like
Dnig.7LG0004880.1,11,FBpp0112920,CG3552,No description,XP_023719051.1,sp|Q0V9F1|GDPP1_XENTR,GDP-D-glucose phosphorylase,GDPGP1,-
Dnig.7LG0004920.1,7,FBpp0079667,trk,trunk,VEN42209.1,sp|Q24155|TRUNK_DROME,,,
Dnig.7LG0004930.1,8,,,,,,,,
Dnig.7LG0004940.1,10,,,,,,,,
Dnig.7LG0004960.1,19,FBpp0073835,CG12608,No description,XP_021918179.1,sp|Q6TNS2|PK1IP_DANRE,P21-activated protein kinase-interacting protein,PAK1IP1,"ANAPC4_WD40,WD40"
Dnig.7LG0004970.1,17,FBpp0302050,slv,saliva,KAF5290008.1,sp|Q7JVE7|SWET1_DROME,Mediates sugar transport across membranes,swt-4,MtN3_slv
Dnig.7LG0004980.1,10,,,,,,,,
Dnig.7LG0004990.1,16,,,,XP_039313145.1,,,,
Dnig.7LG0005060.1,1,,,,,,,,
Dnig.7LG0005070.1,13,FBpp0311372,CkIalpha,Casein kinase Ialpha,XP_023714379.1,sp|P67963|KC1A_XENLA,It is involved in the biological process described with protein phosphorylation,CSNK1A1,Pkinase
Dnig.7LG0005090.1,18,,,,,,,,
Dnig.7LG0005120.1,3,FBpp0087998,CG12107,No description,XP_023724096.1,sp|Q9CQT9|RCAF1_MOUSE,Rab5-interacting protein (Rab5ip),C20orf24,Rab5ip
Dnig.7LG0005130.1,6,FBpp0074665,RhoGDI,RhoGDI,AEV89772.1,sp|Q4R4J0|GDIR1_MACFA,RHO protein GDP dissociation inhibitor,ARHGDIA,Rho_GDI
Dnig.7LG0005140.1,3,FBpp0086348,Rrp42,Rrp42,XP_023706189.1,sp|Q15024|EXOS7_HUMAN,"3' exoribonuclease family, domain 2",EXOSC7,"RNase_PH,RNase_PH_C"
Dnig.7LG0005170.1,1,FBpp0072981,promL,prominin-like,XP_026284365.1,sp|P82295|PROML_DROME,,,
Dnig.7LG0005180.1,15,FBpp0085911,CG5098,No description,PSN29475.1,sp|Q6AWG9|Y5098_DROME,Retinoic acid-induced protein 1,TCF20,zf-HC5HC2H
Dnig.7LG0005190.1,19,FBpp0312113,Acbp1,Acyl-CoA binding protein 1,XP_037781803.1,sp|P0C8L7|ACBP_HYPDU,fatty-acyl-CoA binding,DBI,ACBP
Dnig.7LG0005200.1,16,FBpp0086640,RpI1,RNA polymerase I subunit,XP_017875380.1,sp|O35134|RPA1_MOUSE,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,POLR1A,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5"
Dnig.7LG0005230.1,16,,,,CAG9033919.1,,-,-,-
Dnig.7LG0005240.1,7,FBpp0075508,26-29-p,26-29kD-proteinase,XP_023712955.1,sp|Q54TR1|CFAD_DICDI,Belongs to the peptidase C1 family,26-29-p,"Inhibitor_I29,Peptidase_C1"
Dnig.7LG0005260.1,6,,,,KAG8337583.1,,,,
Dnig.7LG0005270.1,14,FBpp0301575,armi,armitage,GFG36977.1,sp|Q6J5K9|ARMI_DROME,RNA helicase,MOV10L1,"AAA_11,AAA_12,S1-like"
Dnig.7LG0005280.1,14,FBpp0305561,Cdc27,Cell division cycle 27,XP_023716663.1,sp|A7Z061|CDC27_BOVIN,Cell division cycle,CDC27,"ANAPC3,TPR_1,TPR_16,TPR_6,TPR_8"
Dnig.7LG0005310.1,20,FBpp0075138,mRpS34,mitochondrial ribosomal protein S34,CAD7596660.1,,Mitochondrial 28S ribosomal protein S34,MRPS34,MRP-S34
Dnig.7LG0005510.1,6,FBpp0075104,eIF3e,eukaryotic translation initiation factor 3 subunit e,KAG8227617.1,sp|Q2F5R8|EIF3E_BOMMO,"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation",EIF3E,"PCI,eIF3_N"
Dnig.7LG0005520.1,8,FBpp0309217,Aasdh,Aminoadipate-semialdehyde dehydrogenase,XP_033611605.1,sp|Q4L235|ACSF4_HUMAN,,,
Dnig.7LG0005530.1,7,FBpp0291086,MED6,Mediator complex subunit 6,XP_023721872.1,sp|Q7Q107|MED6_ANOGA,"Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors",MED6,Med6
Dnig.7LG0005540.1,6,FBpp0075104,eIF3e,eukaryotic translation initiation factor 3 subunit e,KAG8227617.1,sp|Q2F5R8|EIF3E_BOMMO,"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation",EIF3E,"PCI,eIF3_N"
Dnig.7LG0005550.1,6,FBpp0079458,Gdi,GDP dissociation inhibitor,PSN32444.1,sp|P60028|GDIA_PANTR,"Regulates the GDP GTP exchange reaction of most RAB proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP",Gdi,GDI
Dnig.7LG0005570.1,19,FBpp0081756,Mcm5,Minichromosome maintenance 5,PSN50546.1,sp|Q9VGW6|MCM5_DROME,DNA helicase activity. It is involved in the biological process described with DNA replication initiation,MCM5,"MCM,MCM_N,MCM_OB"
Dnig.7LG0005580.1,15,,,,CAB3376866.1,,,,
Dnig.7LG0005590.1,15,,,,XP_023718182.1,sp|Q9NPJ1|MKKS_HUMAN,TCP-1/cpn60 chaperonin family,-,Cpn60_TCP1
Dnig.7LG0005610.1,15,FBpp0310042,CG7236,No description,XP_033609638.1,sp|Q8CEQ0|CDKL1_MOUSE,It is involved in the biological process described with protein phosphorylation,CDKL1,Pkinase
Dnig.7LG0005600.1,7,FBpp0081312,CG2767,No description,XP_015171120.1,sp|Q84TF0|AKRCA_ARATH,Aldo/keto reductase family,-,Aldo_ket_red
Dnig.7LG0005700.1,14,FBpp0074730,Rnf146,Ring finger protein 146,PSN43904.1,sp|Q5XIK5|RN146_RAT,Zinc ion binding,RNF146,"WWE,zf-C3HC4_3"
Dnig.7LG0005720.1,19,FBpp0071508,tud,tudor,AGJ83078.1,sp|P25823|TUD_DROME,,,
Dnig.7LG0005740.1,16,FBpp0070317,CG4045,No description,KAF7280056.1,sp|Q1HPU2|TRMB_BOMMO,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,METTL1,Methyltransf_4
Dnig.7LG0005750.1,15,FBpp0070951,CG3198,No description,XP_021938685.1,sp|Q5R8W6|LC7L3_PONAB,mRNA binding. It is involved in the biological process described with mRNA splice site selection,LUC7L3,LUC7
Dnig.7LG0005770.1,19,FBpp0309672,tud,tudor,GFG36978.1,sp|P25823|TUD_DROME,,,
Dnig.7LG0005780.1,18,FBpp0086650,CG8323,No description,XP_023704125.1,sp|A3KPP4|S2535_DANRE,Belongs to the mitochondrial carrier (TC 2.A.29) family,SLC25A34,Mito_carr
Dnig.7LG0005820.1,10,FBpp0289611,Duox,Dual oxidase,XP_033606464.1,sp|Q9VQH2|DUOX_DROME,Ferric reductase like transmembrane component,bli-3,"An_peroxidase,EF-hand_1,EF-hand_5,EF-hand_7,FAD_binding_8,Ferric_reduct,NAD_binding_6"
Dnig.7LG0005830.1,10,FBpp0077218,IFT57,Intraflagellar transport 57,XP_021916893.1,sp|Q28HX4|IFT57_XENTR,Intraflagellar transport protein 57,IFT57,IFT57
Dnig.7LG0005890.1,14,,,,,,,,
Dnig.7LG0005950.1,12,,,,,,,,
Dnig.7LG0005960.1,8,FBpp0308356,CG31064,No description,XP_021937371.1,sp|Q8WXA3|RUFY2_HUMAN,Metal ion binding,RUFY1,"FYVE,RUN"
Dnig.7LG0005980.1,2,FBpp0078593,Skp2,S-phase kinase-associated protein 2,XP_021916828.1,sp|Q13309|SKP2_HUMAN,S-phase kinase-associated protein,SKP2,"F-box-like,LRR_6"
Dnig.7LG0005990.1,6,FBpp0079845,crol,crooked legs,XP_021914835.1,sp|P51523|ZNF84_HUMAN,nucleic acid binding,-,"zf-C2H2,zf-C2H2_6,zf-met"
Dnig.7LG0006000.1,13,FBpp0075698,Tsf2,Transferrin 2,CAD7262583.1,sp|P08582|TRFM_HUMAN,Ferric iron binding. It is involved in the biological process described with,MFI2,Transferrin
Dnig.7LG0006010.1,9,,,,,,,,
Dnig.7LG0006020.1,3,FBpp0080547,mEFTs,mitochondrial translation elongation factor Ts,CAD7413020.1,sp|Q17PI0|EFTS_AEDAE,Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome,TSFM,EF_TS
Dnig.7LG0006030.1,12,FBpp0293284,Dhc36C,Dynein heavy chain at 36C,XP_018561058.2,sp|Q8WXX0|DYH7_HUMAN,ATPase activity. It is involved in the biological process described with,DNAH7,"AAA_6,AAA_7,AAA_8,AAA_9,DHC_N2,Dynein_heavy,MT"
